antecedent,consequent,antecedent support,consequent support,support,confidence,lift,conteo
"pip fruit, tropical fruit",other vegetables,0.02618551328817092,0.23983845752996352,0.0121156852527358,0.4626865671641791,1.9291592012776964,93
sliced cheese,yogurt,0.031005732152162586,0.17352787910369985,0.010291818655549765,0.3319327731092437,1.9128498246145302,79
"pork, whole milk",other vegetables,0.02840020844189682,0.23983845752996352,0.013027618551328817,0.45871559633027525,1.912602345155455,100
"domestic eggs, root vegetables",whole milk,0.01836894215737363,0.3116206357477853,0.010943199583116207,0.5957446808510639,1.9117626129652034,84
"rolls/buns, whipped/sour cream",other vegetables,0.018759770713913496,0.23983845752996352,0.008598228243877019,0.4583333333333333,1.9110085098678253,66
curd,yogurt,0.0670922355393434,0.17352787910369985,0.02214695153725899,0.3300970873786408,1.902271203242077,170
"beef, root vegetables",other vegetables,0.022277227722772276,0.23983845752996352,0.010161542470036478,0.456140350877193,1.9018649284808982,78
"root vegetables, sausage",other vegetables,0.019150599270453362,0.23983845752996352,0.008728504429390308,0.4557823129251701,1.9003720988667059,67
"whipped/sour cream, whole milk",other vegetables,0.04129755080771235,0.23983845752996352,0.018759770713913496,0.45425867507886436,1.89401933183344,144
"citrus fruit, tropical fruit",other vegetables,0.02553413236060448,0.23983845752996352,0.011594580510682647,0.45408163265306123,1.8932811581992928,89
berries,yogurt,0.04129755080771235,0.17352787910369985,0.01354872329338197,0.3280757097791798,1.8906224836824206,104
"bottled water, other vegetables",yogurt,0.03178738926524231,0.17352787910369985,0.010422094841063054,0.3278688524590164,1.889430414020578,80
"pip fruit, yogurt",other vegetables,0.023058884835852007,0.23983845752996352,0.010422094841063054,0.4519774011299435,1.884507621441307,80
"other vegetables, sugar",whole milk,0.013809275664408547,0.3116206357477853,0.008077123501823866,0.5849056603773584,1.8769798700069409,62
"pip fruit, whole milk",other vegetables,0.0385617509119333,0.23983845752996352,0.017326732673267328,0.44932432432432434,1.8734456890350428,133
"curd, yogurt",whole milk,0.02214695153725899,0.3116206357477853,0.01289734236581553,0.5823529411764706,1.8687881172535905,99
"bottled water, root vegetables",other vegetables,0.020062532569046377,0.23983845752996352,0.008989056800416884,0.4480519480519481,1.8681405503784647,69
"citrus fruit, whipped/sour cream",whole milk,0.013939551849921834,0.3116206357477853,0.008077123501823866,0.5794392523364486,1.859438002062951,62
root vegetables,other vegetables,0.13639916623241272,0.23983845752996352,0.06070870244919229,0.4450811843361987,1.8557540309422387,466
"pip fruit, root vegetables",whole milk,0.01993225638353309,0.3116206357477853,0.011464304325169358,0.5751633986928104,1.8457166590158915,88
"root vegetables, soda",other vegetables,0.023840541948931735,0.23983845752996352,0.010552371026576341,0.4426229508196721,1.845504492390985,81
"butter, other vegetables",yogurt,0.02566440854611777,0.17352787910369985,0.008207399687337155,0.3197969543147208,1.8429139799698175,63
"curd, other vegetables",whole milk,0.0220166753517457,0.3116206357477853,0.012636789994788953,0.5739644970414202,1.8418693475292396,97
"butter, other vegetables",whole milk,0.02566440854611777,0.3116206357477853,0.014721208963001563,0.5736040609137056,1.8407126971461556,113
"tropical fruit, whipped/sour cream",whole milk,0.01771756122980719,0.3116206357477853,0.010161542470036478,0.573529411764706,1.8404731457800514,78
"fruit/vegetable juice, yogurt",other vegetables,0.023970818134445022,0.23983845752996352,0.010552371026576341,0.44021739130434784,1.8354745766714688,81
"pip fruit, whole milk",yogurt,0.0385617509119333,0.17352787910369985,0.012245961438249088,0.31756756756756754,1.8300665530395257,94
"other vegetables, root vegetables, tropical fruit",whole milk,0.01576341844710787,0.3116206357477853,0.008989056800416884,0.5702479338842975,1.829942784488239,69
"root vegetables, tropical fruit",whole milk,0.026967170401250653,0.3116206357477853,0.015372589890568004,0.5700483091787439,1.8293021827993472,118
"soda, tropical fruit",yogurt,0.026706618030224075,0.17352787910369985,0.008467952058363731,0.3170731707317073,1.8272174613638028,65
"butter, yogurt",other vegetables,0.018759770713913496,0.23983845752996352,0.008207399687337155,0.4375,1.8241444866920151,63
"citrus fruit, tropical fruit",yogurt,0.02553413236060448,0.17352787910369985,0.008077123501823866,0.31632653061224486,1.8229147514861799,62
cream cheese,yogurt,0.05028660760812923,0.17352787910369985,0.015893694632621157,0.3160621761658031,1.8213913395260546,122
"beef, whole milk",other vegetables,0.027227722772277228,0.23983845752996352,0.011855132881709224,0.4354066985645933,1.8154165226408572,91
"root vegetables, yogurt",whole milk,0.033090151120375194,0.3116206357477853,0.01862949452840021,0.562992125984252,1.8066586785347483,143
"pip fruit, tropical fruit",yogurt,0.02618551328817092,0.17352787910369985,0.008207399687337155,0.31343283582089554,1.8062390748957913,63
chicken,other vegetables,0.053022407503908284,0.23983845752996352,0.022928608650338717,0.4324324324324324,1.8030153999735747,176
butter milk,yogurt,0.035044293903074515,0.17352787910369985,0.010943199583116207,0.3122676579925651,1.799524431494692,84
"sausage, soda",rolls/buns,0.031136008337675873,0.22146951537258988,0.012376237623762377,0.397489539748954,1.7947821806546889,95
hamburger meat,other vegetables,0.04116727462219906,0.23983845752996352,0.01771756122980719,0.43037974683544306,1.794456782568637,136
"other vegetables, pip fruit",yogurt,0.03348097967691506,0.17352787910369985,0.010422094841063054,0.311284046692607,1.7938561129222608,80
"hamburger meat, whole milk",other vegetables,0.018890046899426784,0.23983845752996352,0.008077123501823866,0.4275862068965517,1.7828091929049055,62
"citrus fruit, whole milk",other vegetables,0.03908285565398645,0.23983845752996352,0.016675351745700884,0.42666666666666664,1.7789751946405938,128
"root vegetables, whipped/sour cream",whole milk,0.021886399166232414,0.3116206357477853,0.0121156852527358,0.5535714285714286,1.7764273769708554,93
"domestic eggs, other vegetables",whole milk,0.02853048462741011,0.3116206357477853,0.01576341844710787,0.5525114155251142,1.7730257631984851,121
soft cheese,other vegetables,0.021625846795205836,0.23983845752996352,0.009119332985930172,0.4216867469879518,1.7582115534380869,70
baking powder,other vegetables,0.022277227722772276,0.23983845752996352,0.009379885356956748,0.4210526315789474,1.75556762629006,72
"tropical fruit, yogurt",other vegetables,0.03751954142782699,0.23983845752996352,0.01576341844710787,0.4201388888888889,1.7517578007121735,121
"sugar, whole milk",other vegetables,0.01928087545596665,0.23983845752996352,0.008077123501823866,0.41891891891891886,1.7466711687244003,62
whipped/sour cream,other vegetables,0.08845752996352267,0.23983845752996352,0.03699843668577384,0.4182621502209131,1.743932789296974,284
"frozen vegetables, other vegetables",whole milk,0.02279833246482543,0.3116206357477853,0.012376237623762377,0.5428571428571429,1.742044911610129,95
"fruit/vegetable juice, root vegetables",whole milk,0.015372589890568004,0.3116206357477853,0.008337675872850442,0.5423728813559322,1.7404909018763108,64
"other vegetables, sausage",yogurt,0.034523189161021366,0.17352787910369985,0.010422094841063054,0.3018867924528302,1.7397019661170603,80
"butter, whole milk",other vegetables,0.0353048462741011,0.23983845752996352,0.014721208963001563,0.4169741697416974,1.7385625893195378,113
whipped/sour cream,yogurt,0.08845752996352267,0.17352787910369985,0.026576341844710787,0.3004418262150221,1.7313749684883704,204
"domestic eggs, yogurt",whole milk,0.01836894215737363,0.3116206357477853,0.009900990099009901,0.5390070921985816,1.7296899831589934,76
"sausage, yogurt",other vegetables,0.025143303804064616,0.23983845752996352,0.010422094841063054,0.4145077720207254,1.7282790103373646,80
"margarine, rolls/buns",whole milk,0.018890046899426784,0.3116206357477853,0.010161542470036478,0.5379310344827587,1.7262368815592206,78
grapes,other vegetables,0.028139656070870246,0.23983845752996352,0.011594580510682647,0.41203703703703703,1.7179773472549138,89
"rolls/buns, whipped/sour cream",whole milk,0.018759770713913496,0.3116206357477853,0.010031266284523188,0.5347222222222222,1.7159397064288369,77
"domestic eggs, whole milk",other vegetables,0.03843147472642001,0.23983845752996352,0.01576341844710787,0.41016949152542376,1.7101906664579862,121
"cream cheese, yogurt",whole milk,0.015893694632621157,0.3116206357477853,0.008467952058363731,0.5327868852459017,1.709729151817534,65
baking powder,whole milk,0.022277227722772276,0.3116206357477853,0.011855132881709224,0.5321637426900585,1.7077294685990339,91
"pip fruit, yogurt",whole milk,0.023058884835852007,0.3116206357477853,0.012245961438249088,0.5310734463276836,1.7042306747538876,94
"cream cheese, whole milk",other vegetables,0.021104742053152683,0.23983845752996352,0.008598228243877019,0.4074074074074074,1.6986742309936225,66
"tropical fruit, whole milk",other vegetables,0.05419489317352788,0.23983845752996352,0.021886399166232414,0.40384615384615385,1.6838256800233986,168
"whipped/sour cream, yogurt",whole milk,0.026576341844710787,0.3116206357477853,0.013939551849921834,0.5245098039215687,1.683167748704833,107
"rolls/buns, root vegetables",whole milk,0.031136008337675873,0.3116206357477853,0.016284523189161022,0.5230125523012552,1.6783630231874729,125
"sausage, tropical fruit",whole milk,0.017847837415320478,0.3116206357477853,0.00924960917144346,0.5182481751824818,1.6630739936039842,71
"other vegetables, pip fruit",whole milk,0.03348097967691506,0.3116206357477853,0.017326732673267328,0.5175097276264592,1.6607042931691893,133
"tropical fruit, yogurt",whole milk,0.03751954142782699,0.3116206357477853,0.019411151641479937,0.517361111111111,1.6602273782980301,149
"citrus fruit, root vegetables",whole milk,0.022668056279312142,0.3116206357477853,0.011724856696195935,0.5172413793103448,1.6598431553454038,90
"pastry, yogurt",whole milk,0.022668056279312142,0.3116206357477853,0.011724856696195935,0.5172413793103448,1.6598431553454038,90
"root vegetables, sausage",whole milk,0.019150599270453362,0.3116206357477853,0.009900990099009901,0.5170068027210885,1.6590903920096467,76
"whole milk, yogurt",other vegetables,0.07178217821782178,0.23983845752996352,0.02853048462741011,0.397459165154265,1.6571953024031167,219
beef,other vegetables,0.06383533090151121,0.23983845752996352,0.025273579989577907,0.39591836734693875,1.6507709873737653,194
"other vegetables, yogurt",whole milk,0.05562793121417405,0.3116206357477853,0.02853048462741011,0.5128805620608898,1.6458491615298454,219
pork,other vegetables,0.07034914017717561,0.23983845752996352,0.02774882751433038,0.39444444444444443,1.6446255054620074,213
meat,other vegetables,0.032438770192808754,0.23983845752996352,0.01276706618030224,0.39357429718875503,1.640997449875548,98
"fruit/vegetable juice, whole milk",other vegetables,0.0341323606044815,0.23983845752996352,0.013418447107868681,0.3931297709923664,1.6391440098519308,103
hard cheese,other vegetables,0.031005732152162586,0.23983845752996352,0.0121156852527358,0.3907563025210084,1.629247896877382,93
"pastry, tropical fruit",whole milk,0.016935904116727463,0.3116206357477853,0.008598228243877019,0.5076923076923077,1.6291998970928736,66
butter,whole milk,0.06956748306409588,0.3116206357477853,0.0353048462741011,0.5074906367041199,1.6285527288214148,271
"other vegetables, whipped/sour cream",whole milk,0.03699843668577384,0.3116206357477853,0.018759770713913496,0.5070422535211268,1.627113853690706,144
"fruit/vegetable juice, yogurt",whole milk,0.023970818134445022,0.3116206357477853,0.0121156852527358,0.5054347826086957,1.6219554311473026,93
"brown bread, other vegetables",whole milk,0.023970818134445022,0.3116206357477853,0.011985409067222511,0.5,1.604515050167224,92
"pork, root vegetables",whole milk,0.017457008858780616,0.3116206357477853,0.008728504429390308,0.5,1.604515050167224,67
"beef, rolls/buns",whole milk,0.017457008858780616,0.3116206357477853,0.008728504429390308,0.5,1.604515050167224,67
curd,whole milk,0.0670922355393434,0.3116206357477853,0.03348097967691506,0.49902912621359224,1.601399486963016,257
"fruit/vegetable juice, other vegetables",whole milk,0.026967170401250653,0.3116206357477853,0.013418447107868681,0.49758454106280187,1.5967637697316335,103
"margarine, whole milk",other vegetables,0.031005732152162586,0.23983845752996352,0.011855132881709224,0.38235294117647056,1.5942103076972232,91
"bottled water, yogurt",soda,0.029442417926003127,0.20310057321521627,0.009510161542470037,0.3230088495575221,1.5903886653005386,73
"rolls/buns, shopping bags",soda,0.02501302761855133,0.20310057321521627,0.008077123501823866,0.32291666666666663,1.5899347872567884,62
frozen vegetables,other vegetables,0.05992704533611256,0.23983845752996352,0.02279833246482543,0.3804347826086956,1.5862125971234913,175
"margarine, yogurt",whole milk,0.018238665971860343,0.3116206357477853,0.008989056800416884,0.4928571428571429,1.5815934065934065,69
butter milk,other vegetables,0.035044293903074515,0.23983845752996352,0.013288170922355394,0.37918215613382905,1.580989804716606,102
"butter, rolls/buns",whole milk,0.017196456487754037,0.3116206357477853,0.008467952058363731,0.4924242424242425,1.5802042160737815,65
detergent,whole milk,0.023319437206878582,0.3116206357477853,0.011464304325169358,0.49162011173184356,1.5776237364772705,88
flour,whole milk,0.0220166753517457,0.3116206357477853,0.010812923397602918,0.49112426035502954,1.576032534483782,83
"curd, whole milk",other vegetables,0.03348097967691506,0.23983845752996352,0.012636789994788953,0.37743190661478604,1.5736921864068971,97
"brown bread, yogurt",whole milk,0.01862949452840021,0.3116206357477853,0.009119332985930172,0.4895104895104895,1.5708538952686109,70
"other vegetables, root vegetables",whole milk,0.06070870244919229,0.3116206357477853,0.0297029702970297,0.48927038626609437,1.570083396730159,228
"cream cheese, other vegetables",whole milk,0.017587285044293903,0.3116206357477853,0.008598228243877019,0.4888888888888889,1.5688591601635078,66
sliced cheese,other vegetables,0.031005732152162586,0.23983845752996352,0.011594580510682647,0.3739495798319328,1.5591727185170647,89
"pastry, yogurt",other vegetables,0.022668056279312142,0.23983845752996352,0.008467952058363731,0.3735632183908046,1.5575617948765974,65
"bottled beer, whole milk",other vegetables,0.02618551328817092,0.23983845752996352,0.009770713913496612,0.3731343283582089,1.555773549417497,75
"rolls/buns, sausage",soda,0.03921313183949974,0.20310057321521627,0.012376237623762377,0.31561461794019935,1.5539819161699615,95
oil,other vegetables,0.03426263678999479,0.23983845752996352,0.01276706618030224,0.37262357414448666,1.553643973456317,98
herbs,whole milk,0.020453361125586243,0.3116206357477853,0.009900990099009901,0.4840764331210191,1.5534158447478856,76
"frankfurter, whole milk",other vegetables,0.02631578947368421,0.23983845752996352,0.009770713913496612,0.3712871287128713,1.548071700162955,75
"brown bread, whole milk",other vegetables,0.03230849400729546,0.23983845752996352,0.011985409067222511,0.3709677419354839,1.5467400255821695,92
domestic eggs,whole milk,0.07985930171964564,0.3116206357477853,0.03843147472642001,0.4812398042414356,1.5443130172898243,295
butter,other vegetables,0.06956748306409588,0.23983845752996352,0.02566440854611777,0.36891385767790263,1.5381764103941231,197
"coffee, other vegetables",whole milk,0.017196456487754037,0.3116206357477853,0.008207399687337155,0.4772727272727273,1.5315825478868956,63
flour,other vegetables,0.0220166753517457,0.23983845752996352,0.008077123501823866,0.3668639053254437,1.5296291891787648,62
"other vegetables, tropical fruit",whole milk,0.045987493486190724,0.3116206357477853,0.021886399166232414,0.47592067988668557,1.5272437871280093,168
"citrus fruit, yogurt",whole milk,0.02774882751433038,0.3116206357477853,0.013157894736842105,0.4741784037558685,1.5216527705811231,101
"napkins, other vegetables",whole milk,0.01849921834288692,0.3116206357477853,0.008728504429390308,0.47183098591549294,1.514119836073296,67
"bottled beer, other vegetables",whole milk,0.02071391349661282,0.3116206357477853,0.009770713913496612,0.4716981132075471,1.5136934435539848,75
"chicken, other vegetables",whole milk,0.022928608650338717,0.3116206357477853,0.010812923397602918,0.4715909090909091,1.5133494223168136,83
sausage,rolls/buns,0.11724856696195936,0.22146951537258988,0.03921313183949974,0.33444444444444443,1.5101150326797386,301
"other vegetables, pork",whole milk,0.02774882751433038,0.3116206357477853,0.013027618551328817,0.4694835680751174,1.5065869015654685,100
"margarine, other vegetables",whole milk,0.025273579989577907,0.3116206357477853,0.011855132881709224,0.4690721649484536,1.5052666965486328,91
"beef, other vegetables",whole milk,0.025273579989577907,0.3116206357477853,0.011855132881709224,0.4690721649484536,1.5052666965486328,91
"other vegetables, pastry",whole milk,0.028921313183949974,0.3116206357477853,0.01354872329338197,0.46846846846846846,1.5033294163728945,104
pickled vegetables,other vegetables,0.02279833246482543,0.23983845752996352,0.008207399687337155,0.36000000000000004,1.5010103204780012,63
"bottled water, root vegetables",whole milk,0.020062532569046377,0.3116206357477853,0.009379885356956748,0.4675324675324676,1.5003257611953265,72
frankfurter,rolls/buns,0.07412714955706097,0.22146951537258988,0.024622199062011463,0.3321616871704745,1.4998077121885662,189
whipped/sour cream,whole milk,0.08845752996352267,0.3116206357477853,0.04129755080771235,0.46686303387334316,1.4981775284330192,317
pip fruit,other vegetables,0.09327774882751433,0.23983845752996352,0.03348097967691506,0.35893854748603354,1.4965846227608872,257
"onions, other vegetables",whole milk,0.018238665971860343,0.3116206357477853,0.008467952058363731,0.4642857142857143,1.4899068322981366,65
domestic eggs,other vegetables,0.07985930171964564,0.23983845752996352,0.02853048462741011,0.3572593800978793,1.4895833794846938,219
ham,other vegetables,0.03282959874934862,0.23983845752996352,0.011724856696195935,0.3571428571428571,1.489097540156747,90
"frankfurter, other vegetables",whole milk,0.021104742053152683,0.3116206357477853,0.009770713913496612,0.46296296296296297,1.4856620834881704,75
candy,soda,0.03673788431474726,0.20310057321521627,0.011073475768629494,0.3014184397163121,1.4840846332664603,85
citrus fruit,other vegetables,0.10396039603960396,0.23983845752996352,0.03699843668577384,0.355889724310777,1.4838726365070745,284
"beef, root vegetables",whole milk,0.022277227722772276,0.3116206357477853,0.010291818655549765,0.4619883040935672,1.4825343738387216,79
"other vegetables, sausage",rolls/buns,0.034523189161021366,0.22146951537258988,0.011334028139656071,0.3283018867924528,1.4823795782463929,87
"margarine, whole milk",rolls/buns,0.031005732152162586,0.22146951537258988,0.010161542470036478,0.3277310924369748,1.4798022738507168,78
sugar,whole milk,0.0418186555497655,0.3116206357477853,0.01928087545596665,0.4610591900311527,1.4795528188457894,148
"bottled water, yogurt",other vegetables,0.029442417926003127,0.23983845752996352,0.010422094841063054,0.35398230088495575,1.4759196858190768,80
root vegetables,whole milk,0.13639916623241272,0.3116206357477853,0.06266284523189161,0.4594078319006686,1.4742535608986338,481
hamburger meat,whole milk,0.04116727462219906,0.3116206357477853,0.018890046899426784,0.4588607594936709,1.4724979890775158,145
"citrus fruit, yogurt",other vegetables,0.02774882751433038,0.23983845752996352,0.009770713913496612,0.352112676056338,1.4681243353658069,75
detergent,other vegetables,0.023319437206878582,0.23983845752996352,0.008207399687337155,0.35195530726256985,1.4674681904114537,63
"hamburger meat, other vegetables",whole milk,0.01771756122980719,0.3116206357477853,0.008077123501823866,0.45588235294117646,1.4629401927995278,62
